,Sludinājumi,Iela,Ist.,m2,Stāvs,Sērija,"Cena, m2",Cena,URL,Region
19,Очень уютная 2-х комн. квартира с изолированными комнатами в кир,Vecmīlgrāvja 9,2,41,2/4,Hrušč.,900 €,"36,900  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecmilgravis/hbegx.html,vecmilgravis
20,"Продаю квартиру с капитальным ремонтом - заменены трубы, проводк",Baltāsbaznīcas 33,2,48,1/3,Hrušč.,927 €,"44,500  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecmilgravis/delio.html,vecmilgravis
21,"Продаётся эксклюзивная уютная квартира в отличном состоянии, ста",Baltāsbaznīcas 44,3,84,2/3,Staļina,940 €,"79,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecmilgravis/ebdgm.html,vecmilgravis
22,"Saulains dzīvoklis ar izolētām istabām un lodžiju. 
Dalīts snmē",Kāvu 1,2,38,5/5,LT proj.,847 €,"32,200  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecmilgravis/bbkmf.html,vecmilgravis
23,Lētāk pārbūvēt pašam nekā pirkt gatavu. Iespēja veidot dzīvokli ,Emmas 12a,-,188,1/3,Staļina,261 €,"49,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecmilgravis/clbmm.html,vecmilgravis
24,"Pārdodu divistabu dzīvokli ar ļoti ērtu plānojumu Vecmīlgrāvī, K",Kreimeņu 4,2,51,5/5,LT proj.,569 €,"29,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecmilgravis/dmpmh.html,vecmilgravis
25,"Продаётся 2х комнатная квартира, в тихом районе Вецмилгрависа(Ри",Kalngales 3,2,56,2/9,602.,768 €,"43,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecmilgravis/fmbhn.html,vecmilgravis
0,Izdevīga investīcija vai eleganta mājvieta - pārdošanai tiek pie,Grēcinieku 11,2,54,2/5,Staļina,"2,315 €","125,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/aahhg.html,vecriga
1,Renovētā māja. Renovēts pagalms. Remontētā kāpņu telpa. Viens dz,Vāgnera 12,2,34,3/4,P. kara,"1,712 €","58,200  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bhemc.html,vecriga
2,Izsmalcināts dzīvoklis Pasaules mantojuma sarakstā iekļautajā Ve,Kungu 25,3,137,3/6,Jaun.,"1,847 €","253,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bibge.html,vecriga
3,"Plašs un kluss dzīvoklis renovētā mājā Riharda Vāgnerā ielā, Vec",Vāgnera 12,4,136,2/4,P. kara,"1,684 €","229,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/oggdd.html,vecriga
4,Šajā namā reiz dzīvoja Rīgas ģenerālgubernators (1812-1829) marķ,Grēcinieku 26,2,90,2/4,Renov.,"2,800 €","252,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/djgne.html,vecriga
5,"Pārdod plašu, saulainu 2-istabu dzīvokli Vecrīgā, Bīskapa gatvē ",Bīskapa gāte 3,2,58,5/5,Staļina,"1,724 €","100,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/ecjic.html,vecriga
6,В Старой Риге продаётся доступная двухкомнатная квартира с полно,Kungu 25,2,68,3/6,Jaun.,"2,006 €","136,400  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/cidki.html,vecriga
7,"Pilnībā iekārtots dzīvoklis Vecrīgā ar skatu uz Līvu laukumu. 
",Vāgnera 2,4,118,4/5,Renov.,"5,051 €","596,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bnghg.html,vecriga
8,"Pārdodu šarmantu, divu līmeņu dzīvokli pašā Vecrīgas sirdī, Meis",Meistaru 8,4,82,4/5,P. kara,"1,695 €","139,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/ccnnf.html,vecriga
9,"Уникальное стратегически выгодное место в самом сердце Вецриги, ",Grēcinieku 11,2,54,2/6,Staļina,"2,315 €","125,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/cgjgd.html,vecriga
10,Pārdod Studio apartamentus projektā Langeru Nams pašā Vecrīgas s,Šķūņu 6,1,12,2/4,P. kara,"3,749 €","44,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bxxxf.html,vecriga
11,Pārdod apartamentus ar virtuvi un atsevišķu guļamistabu jaunajā ,Šķūņu 6,2,25,2/4,P. kara,"2,800 €","69,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/noiln.html,vecriga
12,"Pašā Vecrīgas sirdī, Šķūņu ielā 6, pie Doma laukuma pārdod Studi",Šķūņu 6,1,20,2/4,P. kara,"3,350 €","66,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/beconc.html,vecriga
13,Gudra investīcija. Tiek tirgoti studio apartamenti jaunajā proje,Šķūņu 6,1,25,2/4,P. kara,"3,000 €","74,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bcopkn.html,vecriga
14,"Jaunajā projektā Langeru Nams, pašā Vecrīgas sirdī, Šķūņu ielā 6",Šķūņu 6,2,47,2/4,P. kara,"2,553 €","119,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/anlhi.html,vecriga
15,Цена снижена на 50 000. Неповторимая возможность приобрести квар,Kungu 25,3,138,3/6,Jaun.,"2,174 €","300,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bcmofj.html,vecriga
16,"Продаем апартаменты, просторные и тихые, прямо в сердце Старого ",Mārstaļu 2k4,4,126,4/4,P. kara,"1,746 €","220,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/acbox.html,vecriga
17,Īpašnieks pārdod - gaišu un mājīgu studijas tipa dzīvokli (25 m2,Laipu 6,1,25,3/5,P. kara,"3,400 €","85,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bgfjk.html,vecriga
18,Эксклюзивная двухэтажная отремонтированная квартира в самом цент,Šķūņu 13,4,134,6/7,P. kara,"1,940 €","260,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/epodl.html,vecriga
19,"Tiek pārdots gaišs, plašs un labi uzturēts četristabu dzīvoklis ",Mārstaļu 2k4,4,126,4/4,Specpr.,"1,746 €","220,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/adixn.html,vecriga
20,Šajā namā reiz dzīvoja Rīgas ģenerālgubernators (1812-1829) marķ,Grēcinieku 26,3,89,3/4,Renov.,"2,067 €","184,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/cbjen.html,vecriga
21,Tiek pārdots autentisks Vecrīgas dzīvoklis. Dzīvojamās ēkas reko,Vecpilsētas 17,3,98,3/6,Renov.,"1,735 €","170,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/exioc.html,vecriga
22,"Dzerot rīta kafiju vēro kā mostas pilsēta, dzīvoklis paliks atmi",Grēcinieku 30,2,59,3/5,P. kara,"2,373 €","140,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/djbch.html,vecriga
23,Pillar īpašums. Piedāvājam iegādāties pilnībā rekonstruētu trīsi,Vecpilsētas 3,3,127,5/5,P. kara,"1,402 €","178,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bfegdx.html,vecriga
24,"Lieliski apartamenti ar izcilu skatu. 

Ļoti laba investīcija,",13. janvāra 33,1,40,3/4,Renov.,"2,750 €","110,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bcigbj.html,vecriga
25,"Izcila mājvieta pašā Rīgas sirdī. 

Ļoti laba investīcija, jo ",13. janvāra 33,1,45,3/4,Renov.,"2,333 €","105,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/ajfic.html,vecriga
26,"Lat/rus
Īpašais piedāvājums pēdējam četristabu dzīvoklim jaunaj",Kungu 25,4,93,3/6,Jaun.,"1,991 €","185,200  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/adhgm.html,vecriga
27,"Pārdod plašu, kapitāli izremontētu 3 istabu dzīvokli stratēģiski",Kaļķu 2,3,79,2/6,Staļina,"2,405 €","190,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/depxg.html,vecriga
28,Pārdod dzīvokli pašā Vecrīgas centrā. No logiem paveras skats uz,Skārņu 25,2,45,3/5,Specpr.,"1,889 €","85,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/dbexi.html,vecriga
29,В продажу предлагается двухкомнатная квартира в элитарном новам ,Kungu 25,2,68,3/6,Jaun.,"2,000 €","136,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bnidm.html,vecriga
0,"Pārdod studio dzīvokli ar skatu uz iekšpagalmu Vecrīgā, jaunajā ",Kungu 25,1,22,4/6,Specpr.,"2,272 €","49,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bcmokb.html,vecriga
1,"Vecrīgā, jaunajā projektā Rīdzenes Rezidence, Kungu ielā 25 - kl",Kungu 25,2,31,3/6,Specpr.,"2,742 €","84,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/dkjof.html,vecriga
2,"Jaunajā projektā Langeru Nams, pašā Vecrīgas sirdī, Šķūņu ielā 6",Šķūņu 6,1,19,3/4,P. kara,"3,421 €","64,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/adkpd.html,vecriga
3,"Pārdod divistabu apartamentus jaunajā projektā Langeru Nams, paš",Šķūņu 6,2,34,2/4,P. kara,"2,853 €","96,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/ofgph.html,vecriga
4,"Aprīkota virtuve, pilna apdare, lieliska kvalitāte, gaumīgs dzīv",Kungu 25,4,93,3/6,Jaun.,"1,991 €","185,200  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/enlkn.html,vecriga
5,"На набережной Даугавы в Старом городе продается прекрасная, экск",Republikas laukums..,2,54,6/7,Jaun.,"2,685 €","145,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bxxgf.html,vecriga
6,"Lielisks investīciju objekts Vecrīgā, kas vasaras mēnesī rada ie",13. janvāra 33,3,125,3/4,Renov.,"2,400 €","300,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/nlckn.html,vecriga
7,"Pārdod studio dzīvokli ar skatu uz iekšpagalmu Vecrīgā, jaunajā ",Kungu 25,1,29,2/6,Specpr.,"2,172 €","62,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bciepg.html,vecriga
8,"Pārdod plašus studio apartamentus ar halli, virtuves zonu un van",Šķūņu 6,1,42,3/4,P. kara,"2,857 €","119,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bcjbjm.html,vecriga
9,"AS ""Privatbank"" meitas uzņēmuma īpašums atrodas Rīgas centrā, Ve",13. janvāra 33,3,82,2/4,P. kara,"1,524 €","125,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bchpkb.html,vecriga
10,Pārdod 3 istabu studio tipa dzīvokli jaunajā projektā. Plaši apa,13. janvāra 21,3,91,2/6,Jaun.,"2,220 €","202,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bdddb.html,vecriga
11,A great opportunity to buy spasious and lovely apartment in good,Tirgoņu 17,2,59,2/5,Renov.,"2,966 €","175,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/adfpg.html,vecriga
12,"Pārdod studio dzīvokli ar skatu uz Kungu ielu Vecrīgā, jaunajā p",Kungu 25,1,26,2/6,Specpr.,"2,307 €","59,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/adkii.html,vecriga
13,Ekskluzīvs trīsistabu dzīvoklis jaunajā projektā Rīdzenes Rezide,Kungu 25,3,57,2/6,Specpr.,"2,193 €","124,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bcjdgn.html,vecriga
14,"Pārdod studio dzīvokli Vecrīgā, jaunajā projektā Rīdzenes Rezide",Kungu 25,1,23,2/6,Specpr.,"2,608 €","59,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bcijop.html,vecriga
15,"Jaunajā projektā Rīdzenes Rezidence, Vecrīgā, Kungu ielā 25 - kl",Kungu 25,Citi,208,6/6,Specpr.,"1,394 €","289,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/adlel.html,vecriga
16,"Pašā Vecrīgas sirdī, Šķūņu ielā 6, pie Doma laukuma pārdod studi",Šķūņu 6,1,23,3/4,P. kara,"3,260 €","74,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/becklg.html,vecriga
17,"Jaunajā projektā Langeru Nams, pašā Vecrīgas sirdī, Šķūņu ielā 6",Šķūņu 6,1,27,3/4,P. kara,"2,963 €","79,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bcjnce.html,vecriga
18,"Pārdod studio apartamentus jaunajā projektā Langeru Nams, pašā V",Šķūņu 6,1,15,2/4,P. kara,"3,333 €","49,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bcihmi.html,vecriga
19,"Jaunajā projektā Langeru Nams, pašā Vecrīgas sirdī, Šķūņu ielā 6",Šķūņu 6,1,15,3/4,P. kara,"3,333 €","49,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bcmpbi.html,vecriga
20,"Pārdod studio apartamentus jaunajā projektā Langeru Nams, pašā V",Šķūņu 6,1,19,3/10,P. kara,"3,263 €","61,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bcmojo.html,vecriga
21,"Jaunajā projektā Langeru Nams, pašā Vecrīgas sirdī, Šķūņu ielā 6",Šķūņu 6,1,32,3/4,P. kara,"2,500 €","79,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/afokk.html,vecriga
22,"Izdevīgi finansējuma nosacījumi līdz pat 90% apmērā. 
 
Trīs i",Peitavas 5,3,89,2/6,P. kara,"1,461 €","130,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/ekbhn.html,vecriga
23,"Pārdod jaunu, ekskluzīvu dzīvokli jaunajā projektā Rīdzenes Rezi",Kungu 25,4,132,4/6,Specpr.,"1,591 €","209,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/adkfd.html,vecriga
24,"Jauns, ekskluzīvs, divstāvīgs dzīvoklis ar divām terasēm jaunajā",Kungu 25,Citi,330,5/6,Specpr.,"1,439 €","474,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/eoxmf.html,vecriga
25,"Jauns, unikāls dzīvoklis jaunajā projektā Rīdzenes Rezidence, Ve",Kungu 25,3,91,6/6,Specpr.,"1,538 €","139,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/aaaco.html,vecriga
26,"Pārdošanā jauns, ekskluzīvs, dzīvoklis ar terasi jaunajā projekt",Kungu 25,4,164,6/6,Specpr.,"1,646 €","269,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/ainpl.html,vecriga
27,"Pārdod jaunu, ekskluzīvu dzīvokli jaunajā projektā Rīdzenes Rezi",Kungu 25,5,247,4/6,Specpr.,"1,619 €","399,990  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bfdoj.html,vecriga
28,"Tenure: Share of the freehold

An outstanding 3 room apartment",Kalēju 6,3,87,1/2,P. kara,"2,874 €","250,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bcimll.html,vecriga
29,"Светлая 3-комнатная квартира в самом сердце Старого города. 

",Kalēju 74,3,102,2/4,Jaun.,"2,451 €","250,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bemnfi.html,vecriga
0,Kompakts vienistabas dzīvoklis ar nelieliem komunāliem maksājumi,Daugavgrīvas š. 1B,1,28,1/3,Specpr.,643 €,"18,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/voleri/jhgox.html,voleri
1,Īpašnieks pārdod dzīvokli ar skati uz upi blakus Iļguciemam. Krā,Daugavgrīvas š. 1b,2,38,2/2,Specpr.,411 €,"15,600  €",https://www.ss.com/msg/lv/real-estate/flats/riga/voleri/jgocj.html,voleri
0,"Pārdodas vienistabu dzīvoklis pirmajā stāvā trīstāvu mājā, māja ",Tapešu 3,1,31,1/3,Hrušč.,581 €,"18,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/zasulauks/adekd.html,zasulauks
1,Pārdod nelielu dzīvokli ķieģeļu mājā netālu no Zasulauksas staci,Bārtas 1,1,17,2/2,P. kara,694 €,"11,800  €",https://www.ss.com/msg/lv/real-estate/flats/riga/zasulauks/bhhhj.html,zasulauks
2,Pārdodas 1-istabas dzīvoklis bez remonta. Apkure paredzēta elekt,M. Kuldīgas 4,1,22,2/2,P. kara,305 €,"6,700  €",https://www.ss.com/msg/lv/real-estate/flats/riga/zasulauks/afohn.html,zasulauks
3,Pārdodu dzīvokli netālu no Zasulauka un Botāniskā dārza. Dzīvokl,Elvīras 9c,2,36,1/5,LT proj.,"1,056 €","38,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/zasulauks/bxdlp.html,zasulauks
0,Собственник прожает квартиру. В квартире сделан капитальный ремо,Valdeķu 54,2,52,5/9,602.,846 €,"44,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/hepkx.html,ziepniekkalns
1,Продается 1.комн. солнечная и теплая квартира со всеми удобствам,Vienības g. X,1,28,4/5,Hrušč.,893 €,"25,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/afoef.html,ziepniekkalns
2,"Lv/pārdod saulainu, siltu, ērtu dzīvokli. Svaigs remonts. Jauna,",Bikstu 6,2,84,6/6,Jaun.,"1,274 €","107,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/eibdj.html,ziepniekkalns
3,"Хозяин продаёт просторную, тёплую, чистую квартиру в хорошем дом",Ozolciema 48,1,45,3/9,M. ģim.,904 €,"40,700  €",https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/cgcdx.html,ziepniekkalns
4,Один из лучших спецпроектов в городе. Дом из красного кирпича (п,Valdeķu 62k1,2,59,1/10,Specpr.,"1,051 €","62,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/hcdgf.html,ziepniekkalns
5,Pārdošanai tiek piedāvāts plašs un mājīgs četristabu dzīvoklis Z,Ozolciema 12k4,4,92,9/10,119.,"1,033 €","95,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/ehgpe.html,ziepniekkalns
6,Jaunā projekta “Bišumuiža” četru istabu Penthaus tipa dzīvokļi i,Komētas 32,4,141,4/4,Jaun.,"1,418 €","199,950  €",https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/dmhcm.html,ziepniekkalns
7,Attīstītājs piedāvā iespēju iegādāties Premium klases dzīvokli p,Komētas 26,3,77,1/4,Jaun.,"1,416 €","109,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/cxddf.html,ziepniekkalns
8,"Attīstītājs pārdod dzīvokli jaunajā projektā ""Bišumuiža"". 

Pl",Komētas 26,2,65,1/4,Jaun.,"1,369 €","89,000  €",https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/edxni.html,ziepniekkalns
9,"Zeme īpašumā. 

Dzīvoklim nepieciešams kapitālais remonts. 
",Bauskas 201,1,35,1/9,602.,797 €,"27,900  €",https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/aficc.html,ziepniekkalns
